"hgnc_symbol","logFC","AveExpr","t","P.Value","adj.P.Val","B","Ensembl_ID"
"CAMK1G",1.55169550314317,0.103723135007871,4.2475845403322,0.00112161269507918,0.999980315117939,-4.48864267777292,"ENSG00000008118"
"LTF",1.48466517614698,0.849791800660406,1.17405366789484,0.263053151545322,0.999980315117939,-4.58720299432332,"ENSG00000012223"
"RRAGD",1.1047758516213,0.981704276677004,2.88718285174738,0.0135950952874814,0.999980315117939,-4.46695979350844,"ENSG00000025039"
"POU2F2",1.30434520646434,1.30926813456405,0.977172147655027,0.347692381490458,0.999980315117939,-4.59767378750757,"ENSG00000028277"
"MXD1",1.0451016696121,3.95546151369866,2.10278565548058,0.0571649133119807,0.999980315117939,-4.371370899077,"ENSG00000059728"
"PDZD4",1.17592124179205,2.37206874114242,1.29566714922689,0.21935742203505,0.999980315117939,-4.56567339679736,"ENSG00000067840"
"PTGS2",1.63817066700727,3.36848682322659,3.03713786977728,0.0102838478476823,0.999980315117939,-4.24599220409416,"ENSG00000073756"
"ADD2",1.60381545930069,-2.69726060100999,0.655911225055553,0.524206516324262,0.999980315117939,-4.59681421234241,"ENSG00000075340"
"ITM2A",1.90725810323625,-3.04677454969903,0.787796813442557,0.446034366305227,0.999980315117939,-4.59603080453977,"ENSG00000078596"
"PPP1R15A",1.01825697986737,8.08000383865781,3.18769696807543,0.00777071834647582,0.999980315117939,-3.90502694761696,"ENSG00000087074"
"HSD17B14",1.14198055836117,-0.281931244379723,0.485323915980785,0.636149671671497,0.999980315117939,-4.60465762296921,"ENSG00000087076"
"CHRD",1.05440540943891,-1.97489214208377,1.24137593701268,0.238086324173705,0.999980315117939,-4.59291160340476,"ENSG00000090539"
"SLC22A17",1.12809371630145,4.03419374043255,2.21918070451435,0.0464168510380208,0.999980315117939,-4.33939944874122,"ENSG00000092096"
"PALMD",1.30265783034297,1.34194408824108,0.569466566137291,0.579499557862679,0.999980315117939,-4.61886216284838,"ENSG00000099260"
"TSPAN15",2.09154119409808,0.634293473123887,1.08036339712429,0.30112703325388,0.999980315117939,-4.59257234927359,"ENSG00000099282"
"MACROH2A2",1.23407119739825,-3.68558243674306,0.724286451157663,0.482714560044709,0.999980315117939,-4.59600236201753,"ENSG00000099284"
"CYTH4",1.08051218022098,-2.46930675834849,0.680782174615122,0.508878622628068,0.999980315117939,-4.59697634769433,"ENSG00000100055"
"EFS",1.25772603020557,-2.1962199960196,0.515073569855435,0.615817887694247,0.999980315117939,-4.59806987538434,"ENSG00000100842"
"BMP7",1.02052791779378,-3.79901233491256,0.611445622421107,0.552264384625255,0.999980315117939,-4.59624251255644,"ENSG00000101144"
"RSPO4",1.2481041504998,-3.48244016750198,0.653134540083744,0.52593423046699,0.999980315117939,-4.59629933373253,"ENSG00000101282"
"CHRDL1",1.36505634209804,5.01908582330685,0.554970205305434,0.589067582931889,0.999980315117939,-4.687707030555,"ENSG00000101938"
"BEX4",1.99465908867891,-2.57439436457698,0.788738422565186,0.445504300016142,0.999980315117939,-4.5962562769215,"ENSG00000102409"
"HTR2A",2.03508160847106,-1.78251857520197,1.22464134932773,0.244109872084209,0.999980315117939,-4.59303538532569,"ENSG00000102468"
"ACP5",1.59590623799682,-0.584454031318877,1.48067012243848,0.164358798878588,0.999980315117939,-4.58505642593734,"ENSG00000102575"
"SALL1",1.17088122140953,-1.51148462011183,0.395444658590773,0.699425428998813,0.999980315117939,-4.60017310621103,"ENSG00000103449"
"SYT17",1.53564182005314,-2.27467892875068,1.42684888717368,0.179015086075904,0.999980315117939,-4.59175227418882,"ENSG00000103528"
"AP3B2",1.2290886734689,-2.32923970408293,1.20219938684143,0.252376439411068,0.999980315117939,-4.59362647597097,"ENSG00000103723"
"NCALD",1.26423568105412,2.2982701830808,0.67856789972012,0.510232459364372,0.999980315117939,-4.62505816370628,"ENSG00000104490"
"NEFM",2.18328419614009,-3.66462096269163,1.12221826089619,0.283631125148414,0.999980315117939,-4.59469242962291,"ENSG00000104722"
"CD33",1.13137654740611,2.59210970950782,0.523869560312332,0.609868595994525,0.999980315117939,-4.63973679440693,"ENSG00000105383"
"CLEC11A",1.56048529858058,0.770444555180658,1.30027305081999,0.217824847719086,0.999980315117939,-4.58152451069224,"ENSG00000105472"
"GRB10",1.08785185659997,1.45011846186889,0.319218021427852,0.755026559639167,0.999980315117939,-4.63078765217099,"ENSG00000106070"
"TMEM176B",1.75529778368748,-4.11532720221802,0.874063564376628,0.399166957651868,0.999980315117939,-4.59547939725452,"ENSG00000106565"
"ELAVL2",1.29936719895044,2.09261468431459,1.18392482124573,0.259269224634838,0.999980315117939,-4.57992793549899,"ENSG00000107105"
"NEURL1",1.06802487312402,-2.85874786005352,0.516061582961511,0.615148197723949,0.999980315117939,-4.59721524644164,"ENSG00000107954"
"NRXN2",1.30132807418703,-0.464246413737938,1.70229045969003,0.114331642983573,0.999980315117939,-4.57811546799921,"ENSG00000110076"
"TRPV4",1.19464263631764,-2.16648802149163,0.584653385107483,0.569564785772338,0.999980315117939,-4.5978123023426,"ENSG00000111199"
"RBM24",1.12893612804745,4.38960642504369,4.97686772132437,0.000317449008205171,0.999980315117939,-3.75223694576065,"ENSG00000112183"
"CDH9",2.50779536979242,-4.53259253590196,1.29826870702094,0.218490706133909,0.999980315117939,-4.59416088337125,"ENSG00000113100"
"PCDHB3",1.18409588030183,-0.0537566338340014,0.714361059036234,0.488610415115838,0.999980315117939,-4.60240859326365,"ENSG00000113205"
"UNC5A",1.13419023028597,-1.6969462400198,0.563221017558059,0.583611710480253,0.999980315117939,-4.59869251488999,"ENSG00000113763"
"PODXL2",1.48752606543193,2.04135598209268,1.52475768613611,0.153124150819164,0.999980315117939,-4.54483334276087,"ENSG00000114631"
"GRB14",1.39626775697943,1.77466072516061,2.41578641709392,0.0324880740541666,0.999980315117939,-4.45674146770761,"ENSG00000115290"
"TACR1",1.96608129281906,-2.10700303828159,1.85289515603603,0.0885326365521776,0.999980315117939,-4.5875982676523,"ENSG00000115353"
"FN1",1.38299291176756,10.8867895532176,0.70545805757099,0.493936047965412,0.999980315117939,-4.66990926567496,"ENSG00000115414"
"KYNU",1.71375657145775,-3.25634847792674,0.751138077602506,0.466984485311657,0.999980315117939,-4.59608332122115,"ENSG00000115919"
"PLPPR4",1.2030439241469,-1.61576909692115,0.410288303594488,0.68879464631794,0.999980315117939,-4.59980218797461,"ENSG00000117600"
"COLEC11",1.42331830503051,-1.95417601300845,1.07568703054595,0.303131235895694,0.999980315117939,-4.59449009770619,"ENSG00000118004"
"SGIP1",1.76289075505609,-1.18877325893333,0.637011924777012,0.536030678897362,0.999980315117939,-4.59915665166278,"ENSG00000118473"
"SPP1",1.01851567737789,-2.79197728235805,0.463620093820159,0.651181706939334,0.999980315117939,-4.59746115418393,"ENSG00000118785"
"PPP4R4",1.43448573553579,1.73138730778789,0.915814783751028,0.377725478129932,0.999980315117939,-4.60298705997212,"ENSG00000119698"
"GPR68",1.14338498880817,-1.96728456582684,1.32193869614243,0.210731962197228,0.999980315117939,-4.59210285790734,"ENSG00000119714"
"CD274",1.76631068876414,4.05269816109323,7.25885159125934,9.78691164055727e-06,0.152724756150896,-3.67042521357295,"ENSG00000120217"
"TMEM156",1.12930523748548,0.665640232207691,0.380365459766727,0.710293423052806,0.999980315117939,-4.61685549888,"ENSG00000121895"
"SLPI",1.1810479895718,-1.26615753685977,0.94133171552801,0.36502196483955,0.999980315117939,-4.59588828670749,"ENSG00000124107"
"PREX1",1.23100483952581,0.241852368266458,0.505202914713689,0.622528118342242,0.999980315117939,-4.60875143347344,"ENSG00000124126"
"SLC12A5",1.10272296749358,-1.63287383719323,0.53226293779128,0.604218611669283,0.999980315117939,-4.59903093716766,"ENSG00000124140"
"GRPR",1.11056886794112,2.36113261036197,0.756550578786772,0.46385297484493,0.999980315117939,-4.61995412670866,"ENSG00000126010"
"NR1D1",1.22229490285206,5.52748050987849,2.03021553472991,0.0650043439068028,0.999980315117939,-4.30953807594013,"ENSG00000126368"
"GNAI1",1.32363351201216,4.20195510968073,3.54164069286623,0.00403319529015712,0.999980315117939,-4.03233044195391,"ENSG00000127955"
"VGF",1.63257596613408,2.86302496896971,1.05933177964998,0.310219418648503,0.999980315117939,-4.59201941916025,"ENSG00000128564"
"NFATC1",1.18663363260402,0.766310242717926,1.03298261715342,0.321897172763906,0.999980315117939,-4.59417023988918,"ENSG00000131196"
"LRRC4B",1.42422346004844,-1.36666423147593,1.12233759339889,0.28358237407006,0.999980315117939,-4.59367173730535,"ENSG00000131409"
"RHOXF2",1.30505053026018,-3.40444737769054,0.654161045890591,0.525295133538512,0.999980315117939,-4.59633797932233,"ENSG00000131721"
"WASF3",1.91236257964807,1.3431996035031,0.57805179795653,0.573872073304803,0.999980315117939,-4.61558598273772,"ENSG00000132970"
"BEX2",1.38274414953739,-3.26300770823722,0.668636299110971,0.516330848610772,0.999980315117939,-4.59637138545706,"ENSG00000133134"
"RNF128",1.64632391769569,-4.15760701871606,0.932194901076519,0.369535734178409,0.999980315117939,-4.59531650546905,"ENSG00000133135"
"DTX1",1.21522325732454,-3.31516556508527,0.60060709549128,0.559227942572943,0.999980315117939,-4.59655607825862,"ENSG00000135144"
"GLUL",1.11516334468846,-1.43764296592722,0.373681495862586,0.715132271776946,0.999980315117939,-4.60051847253795,"ENSG00000135821"
"ANGPTL2",1.46930185616421,-2.3551152447462,0.613037854488189,0.551245462421474,0.999980315117939,-4.59737034584507,"ENSG00000136859"
"ZNF385B",2.39291450758941,0.586560820472295,0.987233067360706,0.342935385903343,0.999980315117939,-4.59580899512854,"ENSG00000144331"
"LPAR4",1.1489934064455,-1.2260098724857,1.43891403166899,0.175637320349085,0.999980315117939,-4.58871086174138,"ENSG00000147145"
"GPC3",1.8422980141664,-4.46207652527404,1.1071402737613,0.289842559268566,0.999980315117939,-4.59480820688882,"ENSG00000147257"
"GSDMC",1.2474200003845,-2.09654316094433,0.969028112340054,0.351577574089812,0.999980315117939,-4.59537852116432,"ENSG00000147697"
"PLCH2",2.06893555583435,-2.60771463842099,1.43901983797454,0.175607937345141,0.999980315117939,-4.59233783632188,"ENSG00000149527"
"HSPB8",1.17117308596158,0.639787072996284,0.344489858625083,0.736414831476747,0.999980315117939,-4.61706546586072,"ENSG00000152137"
"BANK1",1.17535836705015,-2.40615632766483,0.686231339554937,0.505555994376426,0.999980315117939,-4.5970015174393,"ENSG00000153064"
"AK5",1.06279035957508,3.8823531687898,3.29153412393449,0.00640704793517824,0.999980315117939,-4.12425078040395,"ENSG00000154027"
"ABI3BP",1.01262738350051,7.12380260053574,0.933280956681307,0.36899715857506,0.999980315117939,-4.63231834141035,"ENSG00000154175"
"GRIA1",1.8979120057388,-1.31059453732628,1.75302402107521,0.104973422543096,0.999980315117939,-4.58477685685013,"ENSG00000155511"
"GNA14",2.18542503885922,-2.04884349530311,1.46247493935773,0.169195696896731,0.999980315117939,-4.59120742949592,"ENSG00000156049"
"SV2A",1.08221846674227,0.89256046664442,0.316725592770945,0.75687109174928,0.999980315117939,-4.62183171706896,"ENSG00000159164"
"CIART",1.21869323917184,4.41142121364101,1.38489692633014,0.191186114574758,0.999980315117939,-4.52431626666317,"ENSG00000159208"
"TFF2",1.80119141745357,-4.00037035230642,0.984534189300969,0.3442068414181,0.999980315117939,-4.59516939256954,"ENSG00000160181"
"IL6R",1.25579564767413,2.26444173454387,0.92824452843284,0.371499373983346,0.999980315117939,-4.60443630901032,"ENSG00000160712"
"DMKN",1.43382142963428,-0.0510566866145369,1.49445791394371,0.160772183919699,0.999980315117939,-4.58045790176133,"ENSG00000161249"
"NLRP3",1.21487919213197,0.0878293956932054,1.65099483091661,0.12453867251066,0.999980315117939,-4.57255036575656,"ENSG00000162711"
"VANGL2",1.49326446238784,-4.10725769406489,0.82649633157682,0.424584188556918,0.999980315117939,-4.59559740375851,"ENSG00000162738"
"C1orf115",1.63918641592883,-1.54842105842389,0.956613916762626,0.357559398835728,0.999980315117939,-4.59558697478046,"ENSG00000162817"
"ADAMTS9",1.50787442966002,-4.01916016903619,0.794311807312707,0.442375139961421,0.999980315117939,-4.59569485628122,"ENSG00000163638"
"LRRC2",1.11912118467729,0.145572697937733,0.547011224096993,0.594355542203927,0.999980315117939,-4.60727984919218,"ENSG00000163827"
"PRSS12",1.36179019351209,3.47361960931407,1.4366119536372,0.176277644570541,0.999980315117939,-4.53036846466347,"ENSG00000164099"
"HEY1",1.56429937451326,3.31221119430662,2.90431407437763,0.013168596199749,0.999980315117939,-4.27383299671856,"ENSG00000164683"
"ADCY1",1.99929857079593,-0.674037689571109,1.99288232698556,0.0694163486673665,0.999980315117939,-4.57500544740332,"ENSG00000164742"
"BEND7",1.23267373564826,-2.0372126193644,0.918356322849014,0.376446541284207,0.999980315117939,-4.59578254813366,"ENSG00000165626"
"",1.752233267706,-2.90737655459981,0.745121837227856,0.470480789002243,0.999980315117939,-4.59628863837401,"ENSG00000166104"
"SERPINB7",1.26871929851104,4.63636140828052,0.636573908107796,0.536306507978364,0.999980315117939,-4.66946470723889,"ENSG00000166396"
"RIMKLB",1.04378887873286,2.79430553549674,0.62778144421169,0.541860330579064,0.999980315117939,-4.63559999621692,"ENSG00000166532"
"YPEL4",1.16494416993774,-1.35267957613344,1.01317385074467,0.330887231015534,0.999980315117939,-4.59499990234215,"ENSG00000166793"
"NAT16",1.26164359510089,0.143160632431695,1.73890469987403,0.107506666290096,0.999980315117939,-4.56843793779145,"ENSG00000167011"
"ATCAY",1.31257765480432,-0.362427995009508,0.83761373341942,0.418549709078589,0.999980315117939,-4.59857247643186,"ENSG00000167654"
"GDNF",1.04249032292728,3.39518735557407,2.07523089044443,0.0600313230742661,0.999980315117939,-4.41217328380076,"ENSG00000168621"
"CXCL10",3.67624766320958,-1.78267917400344,1.66732627136164,0.12120505306171,0.999980315117939,-4.58977993661156,"ENSG00000169245"
"ADRB2",1.05941568141594,1.12445941169791,0.686588566701924,0.505338626050702,0.999980315117939,-4.61212849088263,"ENSG00000169252"
"FABP4",1.5462300293531,-0.784302539378239,1.85902441573651,0.087603962597311,0.999980315117939,-4.57809822820086,"ENSG00000170323"
"KRT75",1.39238520630595,-2.45017550744821,0.607493440860588,0.554798019089337,0.999980315117939,-4.59729614100501,"ENSG00000170454"
"INSR",1.37980153891619,2.28757607420083,0.880930328115249,0.395584632895026,0.999980315117939,-4.60868932400258,"ENSG00000171105"
"NPTX1",1.81029077830037,-2.04590681122805,1.66085326406646,0.122516820910703,0.999980315117939,-4.58919433386074,"ENSG00000171246"
"NLRP5",1.74198199946596,-3.82209644267095,0.908971500704486,0.381184111558627,0.999980315117939,-4.5954083867045,"ENSG00000171487"
"LPAR3",1.02934013009547,-2.06115882785452,0.425998589176787,0.677618307967818,0.999980315117939,-4.59872932061076,"ENSG00000171517"
"GAP43",1.43549808962971,-3.27749394680514,0.762768328673539,0.460271901540428,0.999980315117939,-4.59605023494107,"ENSG00000172020"
"CLEC7A",1.00071542407082,-4.05417279091276,0.563347665013102,0.583528171852383,0.999980315117939,-4.59621467653078,"ENSG00000172243"
"HSPA6",1.38965675695034,1.06148758671934,1.9597586593219,0.0735611865815087,0.999980315117939,-4.53227540469284,"ENSG00000173110"
"MUC13",1.59384170825021,-3.02029172420654,0.914637322149348,0.378319015599272,0.999980315117939,-4.59552387953823,"ENSG00000173702"
"C1QTNF1",1.02934726124715,1.3397992588735,0.45168918598647,0.659514310639562,0.999980315117939,-4.62506224992259,"ENSG00000173918"
"CNTNAP2",1.08876651692117,-3.08499432567556,0.623646485948977,0.5444833675323,0.999980315117939,-4.59665179210848,"ENSG00000174469"
"ADGRE1",1.1837106105244,-1.94981326282998,0.644579801413679,0.531277768400048,0.999980315117939,-4.59779542298725,"ENSG00000174837"
"DDIT3",1.03538344103912,6.07656009867542,0.905888674690422,0.382749335608229,0.999980315117939,-4.63725113035626,"ENSG00000175197"
"LINC01106",1.17440718076167,-1.74615494912643,0.605608323181882,0.556008771820307,0.999980315117939,-4.59837881625998,"ENSG00000175772"
"A2M",2.44820215251954,-4.4389124872076,1.39350539785059,0.188634005078774,0.999980315117939,-4.59381142791017,"ENSG00000175899"
"CNBD1",1.07572561310736,-2.59232090941313,0.55770823825515,0.587254107266574,0.999980315117939,-4.59737814053735,"ENSG00000176571"
"MAGEB6",1.32853170173397,-1.94599643653807,0.675751247660663,0.51195766570289,0.999980315117939,-4.59757195449062,"ENSG00000176746"
"ZBED2",1.00008044167394,-3.2889298851599,0.502923407992164,0.624082838463212,0.999980315117939,-4.59685107055443,"ENSG00000177494"
"VCX2",1.16910772600408,-2.78475389888642,0.511040435719155,0.618555347894563,0.999980315117939,-4.59730758600445,"ENSG00000177504"
"CD163",1.02231840137973,-2.07082862026947,0.690950440816414,0.502688963803402,0.999980315117939,-4.59734570288788,"ENSG00000177575"
"AMBN",3.08643257310969,-4.5142483989967,1.59324646507173,0.136980310971412,0.999980315117939,-4.59298839160332,"ENSG00000178522"
"THBD",1.32945193827001,-1.64175682429654,0.505224356284833,0.622513503282164,0.999980315117939,-4.59916303646026,"ENSG00000178726"
"PER1",1.30217794346756,5.99757090311254,1.31036870422408,0.214495976177624,0.999980315117939,-4.53063573931002,"ENSG00000179094"
"TDRP",1.36248319093919,0.512629040555256,0.529531709307891,0.60605422125687,0.999980315117939,-4.60969214828307,"ENSG00000180190"
"FDCSP",1.06986775403515,-4.01263629535113,0.614129336559418,0.550547589811087,0.999980315117939,-4.59613057047068,"ENSG00000181617"
"TMEM119",1.40973309592567,1.65027243489979,0.720797533533336,0.484782054459027,0.999980315117939,-4.61535285334538,"ENSG00000183160"
"ACP7",1.02310521035196,0.108456129101262,0.992757999285035,0.340343132769228,0.999980315117939,-4.59560191738075,"ENSG00000183760"
"NELL2",1.16447104807142,-3.41653585606489,0.6742035870365,0.512907072075116,0.999980315117939,-4.59627982768425,"ENSG00000184613"
"H2BC21",1.14987871434517,2.44240193258994,2.40933345358058,0.0328735055798936,0.999980315117939,-4.41589588650997,"ENSG00000184678"
"JAG2",1.53325402170156,0.00796411694110858,0.73672547372244,0.475387465943911,0.999980315117939,-4.60157928289375,"ENSG00000184916"
"CYP4F2",1.81052390925592,-4.75851105901101,1.05494028107048,0.312143521527095,0.999980315117939,-4.59497279817996,"ENSG00000186115"
"PCDHB13",1.4787799418494,-0.286978986514539,0.829480971879503,0.422958525602115,0.999980315117939,-4.59895095755335,"ENSG00000187372"
"EZHIP",1.19756700726863,-2.79906307603736,0.52620824904004,0.608291650784286,0.999980315117939,-4.59724170788903,"ENSG00000187690"
"SBSN",1.36329871417925,-0.521730944301726,1.11656736772587,0.285947027053115,0.999980315117939,-4.5928379669342,"ENSG00000189001"
"MAGEB16",1.88921129940629,-3.06556498112905,0.771389609839293,0.455335498905485,0.999980315117939,-4.59608532082087,"ENSG00000189023"
"RELN",2.01495505102691,-2.30592247938076,0.739704604861488,0.473642899488633,0.999980315117939,-4.59669034473007,"ENSG00000189056"
"SP6",1.08356469783258,1.42545463607758,1.35466513526607,0.200376494536182,0.999980315117939,-4.56914605459872,"ENSG00000189120"
"DCAF8L2",1.26228969422038,-3.36294247623829,0.592958797419255,0.564170648190384,0.999980315117939,-4.59653760645431,"ENSG00000189186"
"FOXR2",1.99462780019555,-4.59148284392198,1.0443836239667,0.316805101879861,0.999980315117939,-4.59499625982559,"ENSG00000189299"
"HLA-DRB1",1.94598841591406,-0.553774586797299,1.34528254451668,0.203301731314234,0.999980315117939,-4.588398726596,"ENSG00000196126"
"CPNE4",1.00587203762024,-2.22359423542984,0.454892097009715,0.657272633577964,0.999980315117939,-4.59832052153582,"ENSG00000196353"
"PPP1R26",1.17091085872065,1.57855679406484,0.475797056178282,0.642727683094631,0.999980315117939,-4.62643470873679,"ENSG00000196422"
"MME",1.0336070864433,5.87207204834217,0.529759994534349,0.605900687036106,0.999980315117939,-4.70651591438177,"ENSG00000196549"
"H2BC26",1.02868852211285,-0.39389459769167,1.14355735413492,0.275014935805813,0.999980315117939,-4.59195482042105,"ENSG00000196890"
"SERPINA1",1.34118415454467,-0.516561600293846,2.15832404051967,0.0517731255569297,0.999980315117939,-4.56674538541439,"ENSG00000197249"
"MFAP5",1.09680857535532,2.89682335066575,0.48856085618339,0.633921973944037,0.999980315117939,-4.64737561700917,"ENSG00000197614"
"H2BC18",1.74168252482171,-0.979280218304323,1.88433055540206,0.0838627904841326,0.999980315117939,-4.58009691290646,"ENSG00000203814"
"HSP90B3P",1.55959621771667,-2.67353980812303,0.947165980317106,0.362160121342623,0.999980315117939,-4.59542136140129,"ENSG00000203914"
"TCEAL6",1.01957397899879,-1.92399784869003,0.955613646041349,0.35804451350259,0.999980315117939,-4.59552551802626,"ENSG00000204071"
"TDRG1",1.31910824888916,-2.68647856866923,0.923311483181299,0.373961715126266,0.999980315117939,-4.59555795161428,"ENSG00000204091"
"LINC01291",1.14027643556449,0.687036947572543,1.39067950538108,0.189468642970346,0.999980315117939,-4.57621493186893,"ENSG00000204792"
"HLA-H",1.22219470627955,-0.0726040097439015,0.587336390482688,0.567819212483816,0.999980315117939,-4.60470682731225,"ENSG00000206341"
"IRF9",1.28634408120748,1.16045988482342,2.42155812112569,0.0321470282549609,0.999980315117939,-4.49182024886063,"ENSG00000213928"
"SCART1",1.31400089874932,1.67853684977502,1.99717190292809,0.0688956613958898,0.999980315117939,-4.50386909292534,"ENSG00000214279"
"RFPL4A",1.88173052240085,-3.11488023016863,1.31167442094241,0.214068473601894,0.999980315117939,-4.59359910070097,"ENSG00000223638"
"PRRT4",1.32376813926226,-3.15984166900453,0.861245549011152,0.405912745003095,0.999980315117939,-4.59572182655884,"ENSG00000224940"
"DNAJC19P5",1.00936394366744,-0.981957760113659,1.33345179272115,0.207040118934969,0.999980315117939,-4.58962655723879,"ENSG00000225808"
"LINC00115",1.1568147395611,0.854190124332915,2.60615593520947,0.0228960192012964,0.999980315117939,-4.49539966841247,"ENSG00000225880"
"HAR1A",1.10006945087934,-1.60558431791264,0.868208752705093,0.402238704689127,0.999980315117939,-4.59646023250052,"ENSG00000225978"
"LINC01345",1.1247762814014,-3.48729638936256,0.562376880506864,0.584168676975126,0.999980315117939,-4.59654467101273,"ENSG00000226374"
"LINC01515",1.36511195920301,0.608207682546804,0.804380586272065,0.436758129905662,0.999980315117939,-4.6028433489485,"ENSG00000228065"
"LINC00595",1.43978762477695,-1.50174149362061,1.3240874902903,0.21003886960519,0.999980315117939,-4.59130890660007,"ENSG00000230417"
"LINC00856",1.43978762477695,-1.50174149362061,1.3240874902903,0.21003886960519,0.999980315117939,-4.59130890660007,"ENSG00000230417"
"ENSG00000230836",1.12114806851298,0.643317970136595,1.12874514691646,0.280974079677856,0.999980315117939,-4.58982230846381,"ENSG00000230836"
"HLA-DPA1",1.00848796777662,1.09377115576201,0.509004192900377,0.619939709287861,0.999980315117939,-4.61892986575224,"ENSG00000231389"
"HLA-B",1.60771346929838,5.45691690107883,2.15302988977502,0.0522656927902007,0.999980315117939,-4.27730594108841,"ENSG00000234745"
"B3GALT1-AS1",1.5632271024141,-4.31295636841295,0.789203306505196,0.445242749228845,0.999980315117939,-4.59566978259811,"ENSG00000235335"
"ANKRD20A7P",1.8367586238124,-1.63266119782378,1.73317939322962,0.108549340461837,0.999980315117939,-4.58678562683507,"ENSG00000236816"
"",1.00254673423468,-0.969002925585368,1.0042954811642,0.334975599119808,0.999980315117939,-4.59511855413563,"ENSG00000239572"
"KRT8P36",1.40789309871601,-1.85639752166007,1.49108314853661,0.161643846410431,0.999980315117939,-4.59019318548482,"ENSG00000240668"
"",1.25150790975292,-2.87725601257925,0.612498842492168,0.551590277292911,0.999980315117939,-4.59685731834618,"ENSG00000243276"
"CFHR1",1.55886320407742,-1.32547272818616,1.93300380923763,0.0770742929100197,0.999980315117939,-4.58166847627335,"ENSG00000244414"
"",1.09154427468629,1.81375093855319,1.02714279004252,0.324528668363374,0.999980315117939,-4.59478225853685,"ENSG00000247134"
"GDNF-AS1",1.00358052902952,0.700908499455623,1.83885165727845,0.0906942261389414,0.999980315117939,-4.54877387662842,"ENSG00000248587"
"LINC02972",1.28090732334841,-1.44796473107765,0.730441468283979,0.479080372904456,0.999980315117939,-4.5979135599754,"ENSG00000249790"
"TMEM158",1.0995148686072,8.23569853754242,1.46486842029089,0.168552623921781,0.999980315117939,-4.48258594109256,"ENSG00000249992"
"",1.55792283106288,-2.27538836345882,0.833288708631836,0.420890519900167,0.999980315117939,-4.59623908098882,"ENSG00000250038"
"",1.13251546544762,1.73384074794515,0.875913483686196,0.398199710240797,0.999980315117939,-4.60616532101638,"ENSG00000250746"
